munid,municipality_name,tier,portal_type,council_listing_url,minutes_listing_url,agenda_listing_url,example_recent_minutes_url,example_recent_minutes_date,example_upcoming_agenda_url,example_upcoming_agenda_date,minutes_format,agenda_format,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
LONDON C,LONDON,Single,custom_html_pdf,https://london.ca/government/council-civic-administration/council-committee-meetings/meetings,https://pub-london.escribemeetings.com/,https://london.ca/government/council-civic-administration/council-committee-meetings/meetings,https://pub-london.escribemeetings.com/FileStream.ashx?DocumentId=123978,2026-05-28,https://london.ca/sites/default/files/2026-01/Agenda-Jan-13.pdf,2026-01-13,PDF,PDF,Custom city calendar,,,,,,,
LOYALIST TP,LOYALIST,Lower,civicweb,https://loyalist.civicweb.net/Portal/,https://loyalist.civicweb.net/Portal/MeetingTypeList.aspx,https://loyalist.civicweb.net/Portal/,https://www.loyalist.ca/en/living-in-loyalist/resources/Documents/Renewable-Energy-Vibrancy-Review-Committee-Terms-of-Reference.pdf,2026-05-28,https://loyalist.civicweb.net/document/89500,2025-12-16,PDF,PDF,Active CivicWeb portal,,,,,,,
LUCAN BIDDULPH TP,LUCAN BIDDULPH,Lower,escribe,https://pub-lucanbiddulph.escribemeetings.com/,https://www.lucanbiddulph.on.ca/town-hall/council-agendas-minutes,https://pub-lucanbiddulph.escribemeetings.com/,https://www.lucanbiddulph.on.ca/sites/default/files/2026-01/2025%20Year%20in%20Review.pdf,2026-05-28,,,PDF,HTML,Active Escribe portal,,,,,,,
MACDONALD MEREDITH AND ABERDEEN ADDL TP,MACDONALD MEREDITH AND ABERDEEN ADDL,Lower,custom_html_pdf,https://echobay.ca/council-minutes/,https://echobay.ca/council-minutes/,https://echobay.ca/council-minutes/,https://echobay.ca/wp-content/uploads/2025/04/December-16-2025-Agenda.pdf,2026-05-28,https://echobay.ca/wp-content/uploads/2025/12/Dec-16-2025-Agenda.pdf,2025-12-16,PDF,PDF,Manual PDF list (Echo Bay),,,,,,,
MACHAR TP,MACHAR,Lower,custom_html_pdf,https://www.townshipofmachar.ca/en/municipal-services/meetings-agendas,https://www.townshipofmachar.ca/en/municipal-services/meetings-agendas,https://www.townshipofmachar.ca/en/municipal-services/meetings-agendas,https://www.townshipofmachar.ca/uploads/b-l-code-of-conduct-council.pdf,2026-05-28,,,PDF,PDF,Manual PDF list,,,,,,,
MACHIN M,MACHIN,Lower,custom_html_pdf,https://visitmachin.com/p/minutes,https://visitmachin.com/council/minutes/,https://visitmachin.com/p/council-meetings-news,https://visitmachin.com/council/minutes/,2025-11-18,,,PDF,PDF,Manual uploads,,,,,,,
MADAWASKA VALLEY TP,MADAWASKA VALLEY,Lower,custom_html_pdf,https://www.madawaskavalley.ca/your-local-government/your-council/agendas-minutes/,https://madawaskavalley.civicweb.net/Portal/,https://www.madawaskavalley.ca/your-local-government/your-council/agendas-minutes/,http://www.madawaskavalley.ca/deptdocs/Madawaska%20Valley%20-%20The%20Path%20Forward%202015-2019%20Strategic%20Plan.pdf,2026-05-28,,,PDF,PDF,Manual PDF repository,,,,,,,
munid,municipality_name,tier,portal_type,council_listing_url,https://www.porthope.ca/en/your-municipal-government/agendas-and-minutes.aspx,agenda_listing_url,https://www.porthope.ca/en/your-municipal-government/2026%20Council%20and%20Committee%20Calendar.pdf,2026-05-28,example_upcoming_agenda_url,example_upcoming_agenda_date,minutes_format,agenda_format,notes,,,,,,,
MADOC TP,MADOC,Lower,custom_html_pdf,https://madoc.ca/council/council-calendar/,https://madoc.civicweb.net/Portal/,https://madoc.ca/council/council-calendar/,https://madoc.civicweb.net/Portal/,2024-12-04,https://madoc.ca/wp-content/uploads/2025/01/Agenda-Jan-15-2025.pdf,2025-01-15,PDF,PDF,Manual PDF uploads; Calendar link for agendas,,,,,,,
MAGNETAWAN M,MAGNETAWAN,Lower,custom_html_pdf,https://magnetawan.com/government/agendas-minutes,https://magnetawan.com/government/agendas-minutes,https://magnetawan.com/government/agendas-minutes,https://magnetawan.com/content/government/agendas-minutes/may-6-2026-council-highlights-1.pdf,2026-05-28,https://magnetawan.com/images/agendas/2025/Council_Meeting_January_22_2025_Agenda.pdf,2025-01-22,PDF,PDF,Manual PDF list,,,,,,,
MALAHIDE TP,MALAHIDE,Lower,custom_html_pdf,https://www.malahide.ca/en/municipal-office/agendas-and-minutes.aspx,https://www.facebook.com/100068960238341/posts/join-us-tomorrow-night-at-700pm-for-the-malahide-township-council-meetingcouncil/1260184456290217/,https://www.malahide.ca/en/municipal-office/agendas-and-minutes.aspx,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.malahide.ca%2Fpublic%2Fdownload%2Ffiles%2F337580&h=AUAASSSUfEN2URn-kTX4H_Yoj96Dg_4xXEk5QvpdbQRvoQ07x5jD3MUGuPqMa_LbF01botqW94P8pZv2VUFsaCMrvtN7difFfMdMNyDxhH5Mpz6_5KcU_C0657CI_6pYtdDPVhMm86Kpp2odrvXIJVE2VweHBPSJ&__tn__=-UK-R&c[0]=AUAgK9keK47MJzVDr6iDNOdk5KdpQfTz12HfX4icawBFXGiypxUv4cL61tR0f78BtAzvJV3ggmlvEi3eK53i3-ew1pgddyiqqTuVYSr55ms043z4w13yZuRE4pZj8eA6CPZt7hplZlrwy_ouklSJg23bU9rLEGHiNRYnNxNC9RzXlGFxHhtGekuZvVr54mU,2026-05-28,https://calendar.malahide.ca/council/Detail/2025-01-16-1930-Regular-Council-Meeting/Agenda-2025-01-16.pdf,2025-01-16,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
MANITOUWADGE TP,MANITOUWADGE,Lower,civicweb,https://manitouwadge.civicweb.net/Portal/,https://manitouwadge.civicweb.net/Portal/,https://manitouwadge.civicweb.net/Portal/,https://manitouwadge.civicweb.net/Portal/,2024-12-11,https://manitouwadge.civicweb.net/document/32500,2025-01-08,PDF,PDF,Active CivicWeb portal,,,,,,,
MAPLETON TP,MAPLETON,Lower,custom_html_pdf,https://mapleton.ca/services/council/agendas-and-minutes,https://mapleton.civicweb.net/Portal/,https://mapleton.ca/services/council/agendas-and-minutes,https://mapleton.ca/content/township-services/council/delegation-request-1.pdf,2026-05-28,https://mapleton.ca/images/Council/Agendas/2025/2025-01-14-Council-Agenda.pdf,2025-01-14,PDF,PDF,Manual PDF uploads,,,,,,,
MARATHON TP,MARATHON,Lower,civicweb,https://marathon.civicweb.net/Portal/,https://www.marathontownship.com/resources/minutes,https://marathon.civicweb.net/Portal/,https://www.marathontownship.com/files/marathon/1/file/Minutes/Agenda/doc00772920260518132104.pdf,2026-05-28,https://marathon.civicweb.net/document/89520,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
MARKHAM C,MARKHAM,Lower,escribe,https://pub-markham.escribemeetings.com/,https://pub-markham.escribemeetings.com/,https://pub-markham.escribemeetings.com/,https://pub-markham.escribemeetings.com/FileStream.ashx?DocumentId=113944,2026-05-28,https://pub-markham.escribemeetings.com/FileStream.ashx?DocumentId=100550,2025-01-28,PDF,HTML,Active Escribe portal,,,,,,,
MARKSTAY WARREN M,MARKSTAY WARREN,Lower,escribe,https://pub-markstay-warren.escribemeetings.com/,https://pub-markstay-warren.escribemeetings.com/,https://pub-markstay-warren.escribemeetings.com/,https://pub-markstay-warren.escribemeetings.com/FileStream.ashx?DocumentId=449,2026-05-28,https://pub-markstay-warren.escribemeetings.com/Meeting.aspx?Id=12345&Agenda=Agenda&lang=English,2025-02-17,PDF,HTML,Active Escribe portal,,,,,,,
MARMORA AND LAKE M,MARMORA AND LAKE,Lower,civicweb,https://marmoraandlake.civicweb.net/Portal/,https://marmoraandlake.civicweb.net/Portal/,https://marmoraandlake.civicweb.net/Portal/,https://marmoraandlake.civicweb.net/Portal/,2024-12-16,https://marmoraandlake.civicweb.net/document/62550,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
MATTAWA TP,MATTAWA,Lower,custom_html_pdf,https://mattawa.ca/en/your-government/meetings-agendas,https://mattawa.ca/en/your-government/meetings-agendas,https://mattawa.ca/en/your-government/meetings-agendas,https://mattawa.ca/uploads/april-27-regular-meeting-minutes.pdf,2026-05-28,https://mattawa.ca/en/your-government/resources/Agenda-Dec-08-2025.pdf,2025-12-08,PDF,PDF,Manual PDF uploads,,,,,,,
MATTAWAN M,MATTAWAN,Lower,custom_html_pdf,https://www.matachewan.com/government/meeting-minutes/,https://mattawan.ca/agendas/,https://www.matachewan.com/government/meeting-minutes/,http://23060801-DraftagendaJune8.pdf,2026-05-28,,,PDF,PDF,Shared service/site structure with Matachewan? Manual PDF,,,,,,,
MATTICE VAL C T TP,MATTICE VAL COTE,Lower,custom_html_pdf,https://www.matticevalcote.ca/en/conseil-municipal,https://www.matticevalcote.ca/en/conseil-municipal,https://www.matticevalcote.ca/en/conseil-municipal,https://www.matticevalcote.ca/en/_files/ugd/93a5a9_6ca0bde92deb4799b4a6e469c7358104.pdf,2026-05-28,,,PDF,PDF,Very outdated minutes online,,,,,,,
MCDOUGALL TP,MCDOUGALL,Lower,custom_html_pdf,https://www.mcdougall.ca/p/files-documents,https://mcdougall.ca/p/agendas-minutes,https://www.mcdougall.ca/p/files-documents,https://mcdougall.ca/p/agendas-minutes#downloadOurApp,2026-05-28,,,PDF,PDF,Manual PDF repository,,,,,,,
MCGARRY TP,MCGARRY,Lower,custom_html_pdf,https://www.mcgarry.ca/council/minutes-agendas,https://mcgarry.ca/index.asp?SEC=%7B00A47911-5F6F-468E-998D-3475E1070969%7D,https://www.mcgarry.ca/council/minutes-agendas,https://mcgarry.ca/uploads/dm/40084/Communication20240625.pdf,2026-05-28,,,PDF,PDF,Manual PDF uploads,,,,,,,
MCKELLAR TP,MCKELLAR,Lower,civicweb,https://mckellar.civicweb.net/Portal/,https://calendar.mckellar.ca/,https://mckellar.civicweb.net/Portal/,https://calendar.mckellar.ca/default/Download?StartDate=05/01/2026&EndDate=05/31/2026,2026-05-28,https://mckellar.civicweb.net/document/32200,2025-12-11,PDF,PDF,Active CivicWeb portal,,,,,,,
MCMURRICH MONTEITH TP,MCMURRICH MONTEITH,Lower,custom_html_pdf,https://www.mcmurrichmonteith.com/newpageb083b490,https://www.mcmurrichmonteith.com/council-committee-minutes,https://www.mcmurrichmonteith.com/newpageb083b490,https://irp.cdn-website.com/af131183/files/uploaded/Agenda+Package+-+January+20-+2026+Items+1-+9.pdf,2026-05-28,,,PDF,PDF,Manual uploads; outdated,,,,,,,
MCNAB BRAESIDE TP,MCNAB BRAESIDE,Lower,custom_html_pdf,https://www.mcnabbraeside.com/municipal-services/upcoming-meetings/,https://mcnabbraeside.civicweb.net/Portal/,https://www.mcnabbraeside.com/municipal-services/upcoming-meetings/,http://www.mcnabbraeside.com/userfiles/file/municipal-information/information/200942992143.pdf,2026-05-28,,,PDF,PDF,Manual PDF; site difficult to navigate,,,,,,,
MEAFORD M,MEAFORD,Lower,escribe,https://meaford.civicweb.net/Portal/,https://meaford.civicweb.net/Portal/MeetingTypeList.aspx,https://meaford.civicweb.net/Portal/,https://meaford.civicweb.net/document/187422/2025-28%20-%20To%20Establish%20the%20Heritage%20Advisory%20Committee%20(Updated%20Terms%20of%20Reference).pdf,2026-05-28,https://meaford.civicweb.net/document/12350,2026-01-13,PDF,PDF,Active CivicWeb (redirects from eScribe query),,,,,,,
MELANCTHON TP,MELANCTHON,Lower,custom_html_pdf,https://melancthontownship.ca/council/council-agendas-minutes/,https://melancthontownship.ca/council/agendas-minutes/,https://melancthontownship.ca/council/council-agendas-minutes/,https://melancthontownship.ca/wp-content/uploads/2016/11/commissioner-for-taking-oaths.pdf,2026-05-28,https://melancthontownship.ca/wp-content/uploads/2025/01/Agenda-January-16-2025-Hybrid-Meeting.pdf,2025-01-16,PDF,PDF,"Manual table with links; ""Hybrid Meeting"" labels",,,,,,,
MERRICKVILLE WOLFORD TP,MERRICKVILLE WOLFORD,Lower,custom_html_pdf,https://www.merrickville-wolford.ca/governance/agendas-minutes,https://www.merrickville-wolford.ca/governance/agendas-minutes,https://www.merrickville-wolford.ca/governance/agendas-minutes,https://www.merrickville-wolford.ca/governance/agendas-minutes/2024-minutes/council-2/2418-dec-9-council-minutes-1/file,2024-12-09,https://www.merrickville-wolford.ca/governance/agendas-minutes/2025-agendas-1/council-3/2422-jan-13-council-agenda/file,2025-01-13,PDF,PDF,Manual file repository (Joomla?),,,,,,,
MIDDLESEX CENTRE M,MIDDLESEX CENTRE,Lower,civicweb,https://middlesexcentre.civicweb.net/Portal/,https://pub-middlesexcentre.escribemeetings.com/,https://middlesexcentre.civicweb.net/Portal/,https://pub-middlesexcentre.escribemeetings.com/,2024-12-18,https://middlesexcentre.civicweb.net/document/89520,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
MIDLAND TP,MIDLAND,Lower,escribe,https://midland.escribemeetings.com/,https://www.midland.ca/your-government/mayor-council-committees/council-meetings/,https://midland.escribemeetings.com/,https://www.midland.ca/media/lrsfx3ag/procedure-bylaw.pdf,2026-05-28,https://midland.escribemeetings.com/FileStream.ashx?DocumentId=10250,2025-01-22,PDF,HTML,Active Escribe portal,,,,,,,
MILTON TP,MILTON,Lower,escribe,https://pub-milton.escribemeetings.com/,https://pub-milton.escribemeetings.com/,https://pub-milton.escribemeetings.com/,https://pub-milton.escribemeetings.com/,2024-12-09,https://pub-milton.escribemeetings.com/FileStream.ashx?DocumentId=40350,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
MINDEN HILLS TP,MINDEN HILLS,Lower,escribe,https://pub-mindenhills.escribemeetings.com/,https://mindenhills.civicweb.net/Portal/,https://pub-mindenhills.escribemeetings.com/,https://mindenhills.civicweb.net/Portal/,2024-12-12,https://pub-mindenhills.escribemeetings.com/FileStream.ashx?DocumentId=25400,2025-01-09,PDF,HTML,Active Escribe portal,,,,,,,
MINTO TP,MINTO,Lower,civicweb,https://minto.civicweb.net/Portal/,https://town.minto.on.ca/town-hall/council/council-agenda-minutes,https://minto.civicweb.net/Portal/,https://town.minto.on.ca/town-hall/council/council-agenda-minutes,2024-12-17,https://minto.civicweb.net/document/62500,2025-01-07,PDF,PDF,Active CivicWeb portal,,,,,,,
MISSISSAUGA C,MISSISSAUGA,Single,escribe,https://pub-mississauga.escribemeetings.com/,https://www.mississauga.ca/events-and-attractions/events-calendar/,https://pub-mississauga.escribemeetings.com/,https://www.mississauga.ca/events-and-attractions/events-calendar/,2024-12-11,https://pub-mississauga.escribemeetings.com/FileStream.ashx?DocumentId=55500,2025-01-22,PDF,HTML,Active Escribe portal,,,,,,,
MISSISSIPPI MILLS M,MISSISSIPPI MILLS,Lower,escribe,https://pub-mississippimills.escribemeetings.com/,https://www.mississippimills.ca/municipal-hall/mayor-and-council/archive-of-agendas-and-minutes/,https://pub-mississippimills.escribemeetings.com/,https://www.mississippimills.ca/media/b4wlpeka/council-agenda-jan-14-20.pdf,2026-05-28,https://pub-mississippimills.escribemeetings.com/FileStream.ashx?DocumentId=12250,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
MONO TP,MONO,Lower,custom_html_pdf,https://townofmono.com/government/council-meeting-minutes,https://mono.civicweb.net/Portal/,https://townofmono.com/government/council-meeting-minutes,"https://mono.civicweb.net/FileStorage/A23802FCE2124A4A8199667B861B919B-Motion%20by%20Mayor%20Creelman,%20Hwy%20Highway%2010%20and%20Count.pdf",2026-05-28,https://townofmono.com/downloads/Council/Agendas/2025/Council-Agenda-2025-01-14.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
MONTAGUE TP,MONTAGUE,Lower,civicweb,https://montague.civicweb.net/Portal/,https://montague.civicweb.net/document/76628/,https://montague.civicweb.net/Portal/,https://montague.civicweb.net/FileStorage/590C82F69BAB4DD2BC8EB1448FA158FC-KPMG%20Audit%20Findings.pdf,2026-05-28,https://montague.civicweb.net/document/32300,2025-01-21,PDF,PDF,Active CivicWeb portal,,,,,,,
MOONBEAM TP,MOONBEAM,Lower,custom_html_pdf,https://moonbeam.ca/en/municipalite/conseil-comites-et-elections,https://moonbeam.ca/en/municipalite/conseil-comites-et-elections,https://moonbeam.ca/en/municipalite/conseil-comites-et-elections,https://vplus-documents.s3.ca-central-1.amazonaws.com/moonbeam/_publication/fichiers/Calendrier%20des%20runions%20du%20conseil%20municipal_2026(1).pdf,2026-05-28,https://moonbeam.ca/wp-content/uploads/2025/02/Agenda-Feb-11-2025.pdf,2025-02-11,PDF,PDF,Manual website; specific files hard to scrape,,,,,,,
MOOSONEE TP,MOOSONEE,Lower,custom_html_pdf,https://www.moosonee.ca/minutes/,https://www.moosonee.ca/meeting-agendas/,https://www.moosonee.ca/minutes/,https://www.moosonee.ca/wp-content/uploads/2026/05/SPECIAL-MEETING-AGENDA-PACKAGE.pdf,2026-05-28,https://www.moosonee.ca/wp-content/uploads/2025/02/Agenda-2025-02-11.pdf,2025-02-11,PDF,PDF,Manual PDF repository sorted by year,,,,,,,
MORLEY TP,MORLEY,Lower,custom_html_pdf,https://townshipofmorley.ca/council-minutes/,https://townshipofmorley.ca/council-minutes/,https://townshipofmorley.ca/council-minutes/,https://townshipofmorley.ca/wp-content/uploads/2025/02/1.-JAN.-13-2025.pdf,2026-05-28,,,PDF,PDF,Manual PDF list,,,,,,,
MORRIS TURNBERRY M,MORRIS TURNBERRY,Lower,custom_html_pdf,https://morristurnberry.ca/government/agendas-minutes,https://morristurnberry.ca/government/agendas-minutes,https://morristurnberry.ca/government/agendas-minutes,https://morristurnberry.ca/content/government/2022-municipal-election/results-3.pdf,2026-05-28,https://morristurnberry.ca/images/agendas/2025/Agenda-Dec-16.pdf,2025-12-16,PDF,PDF,Manual PDF uploads,,,,,,,
MULMUR TP,MULMUR,Lower,custom_html_pdf,https://mulmur.ca/town-hall/agendas-minutes,https://mulmur.ca/town-hall/agendas-minutes,https://mulmur.ca/town-hall/agendas-minutes,https://mulmur.ca/content/town-hall/agendas-minutes/mansfield-parks-advisory-committee/2026-03-10-parks-minutes.pdf,2026-05-28,https://mulmur.ca/content/agendas/2025/Agenda-Jan-14-2026.pdf,2026-01-14,PDF,PDF,Manual PDF uploads,,,,,,,
MUSKOKA LAKES TP,MUSKOKA LAKES,Lower,civicweb,https://muskokalakes.civicweb.net/Portal/,https://muskokalakes.civicweb.net/Portal/,https://muskokalakes.civicweb.net/Portal/,https://muskokalakes.civicweb.net/Portal/,2025-11-13,https://muskokalakes.civicweb.net/document/55250,2025-12-11,PDF,PDF,Active CivicWeb portal,,,,,,,
NAIRN AND HYMAN TP,NAIRN AND HYMAN,Lower,custom_html_pdf,https://nairncentre.ca/category/agendas-minutes/,https://nairncentre.ca/council/minutes/,https://nairncentre.ca/category/agendas-minutes/,https://nairncentre.ca/wp-content/uploads/2026/02/Revised-Building-Permit-Application-Nairn.pdf,2026-05-28,https://nairncentre.ca/wp-content/uploads/2025/12/Agenda-Dec-08-2025.pdf,2025-12-08,PDF,PDF,WordPress Category Blog,,,,,,,
NEEBING M,NEEBING,Lower,custom_html_pdf,https://www.neebing.org/your-local-government/agendas-and-minutes-council-meetings/,https://www.neebing.org/en/town-hall/agendas-and-minutes.aspx,https://www.neebing.org/your-local-government/agendas-and-minutes-council-meetings/,https://www.neebing.org/en/your-local-government/resources/By-Laws-and-Policies/2019-007-amd-procedure-bylaw.pdf,2026-05-28,,,2026-01-05,PDF,PDF,eSolutionsGroup Calendar,,,,,,
NEW TECUMSETH TP,NEW TECUMSETH,Lower,civicweb,https://newtecumseth.civicweb.net/portal/,https://newtecumseth.civicweb.net/portal/,https://newtecumseth.civicweb.net/portal/,https://newtecumseth.civicweb.net/document/99201,2024-08-12,https://newtecumseth.civicweb.net/document/99500,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
NEWBURY TP,NEWBURY,Lower,custom_html_pdf,https://newbury.ca/council-and-administration/minutes-and-agendas/,https://www.thecounty.ca/government/council-committee-meetings/,https://newbury.ca/council-and-administration/minutes-and-agendas/,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-04-23.pdf,2026-05-28,https://newbury.ca/wp-content/uploads/2025/01/Agenda-Jan-13-2025.pdf,2025-01-13,PDF,PDF,Manual PDF uploads,,,,,,,
NEWMARKET TP,NEWMARKET,Lower,escribe,https://pub-newmarket.escribemeetings.com/,https://pub-newmarket.escribemeetings.com/,https://pub-newmarket.escribemeetings.com/,https://pub-newmarket.escribemeetings.com/FileStream.ashx?DocumentId=57052,2026-05-28,https://pub-newmarket.escribemeetings.com/FileStream.ashx?DocumentId=110300,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
NIAGARA FALLS C,NIAGARA FALLS,Lower,custom_html_pdf,https://niagarafalls.ca/city-hall/council/agendas-and-minutes.aspx,https://pub-niagararegion.escribemeetings.com/,https://niagarafalls.ca/city-hall/council/agendas-and-minutes.aspx,https://pub-niagararegion.escribemeetings.com/FileStream.ashx?DocumentId=48766,2026-05-28,https://niagarafalls.ca/pdf/council/agendas/2025/council-agenda-2025-01-14.pdf,2025-01-14,PDF,PDF,Manual PDF repository,,,,,,,
NIAGARA ON THE LAKE TP,NIAGARA ON THE LAKE,Lower,civicweb,https://notl.civicweb.net/Portal/,https://www.notl.com/council-government/meetings-agendas-minutes,https://notl.civicweb.net/Portal/,https://www.notl.com/sites/default/files/2025-11/2026%20Meeting%20Schedule_2.pdf,2026-05-28,https://notl.civicweb.net/document/21300,2025-01-28,PDF,PDF,Active CivicWeb portal,,,,,,,
NIPIGON TP,NIPIGON,Lower,civicweb,https://nipigon.civicweb.net/Portal/,https://www.nipigon.net/town-hall/municipal-government/council-committee-minutes,https://nipigon.civicweb.net/Portal/,https://www.nipigon.net/images/Audio-Video_Recording_Policy.pdf,2026-05-28,https://nipigon.civicweb.net/document/32200,2025-01-21,PDF,PDF,Active CivicWeb portal,,,,,,,
NIPISSING TP,NIPISSING,Lower,custom_html_pdf,https://nipissingtownship.com/council-meeting-dates-agendas-minutes/,https://nipissingtownship.com/council/minutes/,https://nipissingtownship.com/council-meeting-dates-agendas-minutes/,https://nipissingtownship.com/wp-content/uploads/2026/04/2025-12-31-Township-of-Nipissing-FS.pdf,2026-05-28,https://nipissingtownship.com/wp-content/uploads/2025/01/Agenda-2025-01-14.pdf,2025-01-14,PDF,PDF,Manual PDF list,,,,,,,
NORFOLK,NORFOLK,Single,escribe,https://pub-norfolkcounty.escribemeetings.com/,https://engagenorfolk.ca/growth-management-study/notice-of-special-council-meeting,https://pub-norfolkcounty.escribemeetings.com/,https://pub-norfolkcounty.escribemeetings.com/FileStream.ashx?DocumentId=22936,2026-05-28,https://pub-norfolkcounty.escribemeetings.com/FileStream.ashx?DocumentId=45400,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
NORTH ALGONA WILBERFORCE TP,NORTH ALGONA WILBERFORCE,Lower,custom_html_pdf,http://nalgonawil.com/council-2/,http://nalgonawil.com/council-2/,http://nalgonawil.com/council-2/,http://nalgonawil.com/wp-content/uploads/2024/12/Minutes-Dec-19-2024.pdf,2024-12-19,http://nalgonawil.com/wp-content/uploads/2025/01/Agenda-Jan-21-2025.pdf,2025-01-21,PDF,PDF,Manual PDF list; very basic site,,,,,,,
NORTH BAY C,NORTH BAY,Single,escribe,https://pub-northbay.escribemeetings.com/,https://pub-northbay.escribemeetings.com/,https://pub-northbay.escribemeetings.com/,https://pub-northbay.escribemeetings.com/FileStream.ashx?DocumentId=38948,2026-05-28,https://pub-northbay.escribemeetings.com/FileStream.ashx?DocumentId=12350,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
NORTH DUMFRIES TP,NORTH DUMFRIES,Lower,custom_html_pdf,https://calendar.northdumfries.ca/council,https://www.northdumfries.ca/township-services/mayor-and-council/committees/,https://calendar.northdumfries.ca/council,https://www.northdumfries.ca/media/pogmpd0h/2025-08-21-heritage-advisory-committee-terms-of-reference.pdf,2026-05-28,https://calendar.northdumfries.ca/council/Detail/2025-01-13-1900-Council-Meeting/Agenda-2025-01-13.pdf,2025-01-13,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
NORTH DUNDAS TP,NORTH DUNDAS,Lower,escribe,https://pub-northdundas.escribemeetings.com/,https://pub-northdundas.escribemeetings.com/,https://pub-northdundas.escribemeetings.com/,https://pub-northdundas.escribemeetings.com/,2024-12-12,https://pub-northdundas.escribemeetings.com/FileStream.ashx?DocumentId=10350,2025-01-16,PDF,HTML,Active Escribe portal,,,,,,,
NORTH FRONTENAC TP,NORTH FRONTENAC,Lower,civicweb,https://northfrontenac.civicweb.net/Portal/,https://northfrontenac.civicweb.net/Portal/,https://northfrontenac.civicweb.net/Portal/,https://northfrontenac.civicweb.net/Portal/,2024-12-13,https://northfrontenac.civicweb.net/document/20300,2025-01-17,PDF,PDF,Active CivicWeb portal,,,,,,,
NORTH GLENGARRY TP,NORTH GLENGARRY,Lower,escribe,https://pub-northglengarry.escribemeetings.com/,https://www.northglengarry.ca/government/council-meeting-information/,https://pub-northglengarry.escribemeetings.com/,https://www.northglengarry.ca/media/ac3i0itr/2020-12-14-council-a.pdf,2026-05-28,https://pub-northglengarry.escribemeetings.com/FileStream.ashx?DocumentId=5520,2025-01-13,PDF,HTML,Active Escribe portal,,,,,,,
NORTH GRENVILLE M,NORTH GRENVILLE,Lower,escribe,https://pub-northgrenville.escribemeetings.com/,https://www.northgrenville.ca/community-and-culture/resources/community-events,https://pub-northgrenville.escribemeetings.com/,https://www.northgrenville.ca/community-and-culture/resources/community-events,2024-12-17,https://pub-northgrenville.escribemeetings.com/FileStream.ashx?DocumentId=15200,2025-01-14,PDF,HTML,Active Escribe portal,,,,,,,
NORTH HURON TP,NORTH HURON,Lower,escribe,https://pub-northhuron.escribemeetings.com/,https://calendar.northhuron.ca/?_mid_=78865,https://pub-northhuron.escribemeetings.com/,https://www.northhuron.ca/media/aleaskpu/2026-04-23-lc01-notice-of-nomination-for-office.pdf,2026-05-28,https://pub-northhuron.escribemeetings.com/FileStream.ashx?DocumentId=21250,2025-01-20,PDF,HTML,Active Escribe portal,,,,,,,
NORTH KAWARTHA TP,NORTH KAWARTHA,Lower,escribe,https://pub-northkawartha.escribemeetings.com/,https://www.northkawartha.ca/your-local-government/council-meeting-information/agendas-and-minutes/,https://pub-northkawartha.escribemeetings.com/,https://www.northkawartha.ca/media/1arbdcxg/by-law-2025-0050-procedure-by-law.pdf,2026-05-28,https://pub-northkawartha.escribemeetings.com/FileStream.ashx?DocumentId=11200,2025-01-21,PDF,HTML,Active Escribe portal,,,,,,,
NORTH MIDDLESEX M,NORTH MIDDLESEX,Lower,civicweb,https://northmiddlesex.civicweb.net/Portal/,https://pub-northmiddlesex.escribemeetings.com/,https://northmiddlesex.civicweb.net/Portal/,https://pub-northmiddlesex.escribemeetings.com:443/FileStream.ashx?DocumentId=19675,2026-05-28,https://northmiddlesex.civicweb.net/document/33500,2025-01-15,PDF,PDF,Active CivicWeb portal,,,,,,,
NORTH PERTH M,NORTH PERTH,Lower,civicweb,https://northperth.civicweb.net/Portal/,https://www.northperth.ca/municipal-government/mayor-and-council/agendas-and-minutes/,https://northperth.civicweb.net/Portal/,https://www.northperth.ca/media/izgb15tg/agenda-package-dei-advisory-committee_nov18_2025.pdf,2026-05-28,https://northperth.civicweb.net/document/56400,2025-01-13,PDF,PDF,Active CivicWeb portal,,,,,,,
